"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tag"
"hsa-miR-455-3p",586.519804950097,-0.0661883030647362,0.105053641926962,-0.630042917605398,0.528666505082928,0.608185643576905,"Stable"
"hsa-miR-455-5p",90.6698649643866,-0.204533427085078,0.105314956622479,-1.94211186753146,0.0521235591418136,0.0793184595636294,"Stable"
"hsa-miR-4638-3p",4.10512796371412,0.509337053495015,0.110393262574966,4.61384183793948,3.95293275639854e-06,1.2514309731312e-05,"Stable"
"hsa-miR-4660",2.38879440224813,-0.162211868914378,0.121358236440378,-1.33663666902469,0.181341263492613,0.240010495799047,"Stable"
"hsa-miR-4661-5p",13.1472780092453,0.0527738078912929,0.0904094225213278,0.58372021875091,0.559408561946352,0.633862219471586,"Stable"
"hsa-miR-4662a-5p",37.913923077653,0.30426903278296,0.0921822246624949,3.30073432157854,0.000964321508665579,0.00210945330020595,"Stable"
"hsa-miR-4668-3p",5.54417798021499,-0.670734989791802,0.123036917966439,-5.45149375388904,4.99484764740767e-08,2.08394305818995e-07,"Stable"
"hsa-miR-4677-3p",47.0461054190083,0.170569021224008,0.0639148564332544,2.66869129874573,0.00761474015477157,0.0140682882624812,"Stable"
"hsa-miR-4677-5p",1.83662711720573,-0.10185082588605,0.150597301249606,-0.676312424199679,0.498842306210904,0.584220740261384,"Stable"
"hsa-miR-4709-3p",54.1589436441314,-0.319585180013251,0.111091008533463,-2.87678709764332,0.00401746550722805,0.00790938521735523,"Stable"
"hsa-miR-4728-3p",20.5347728370783,-0.260525107026567,0.0886937286303425,-2.93735657582266,0.00331023249187863,0.0065883024792184,"Stable"
"hsa-miR-4732-3p",3.04934323932191,0.517321577200133,0.209244639461572,2.47232893770327,0.01342359394347,0.0235567247475936,"Stable"
"hsa-miR-4746-5p",7.68653707534823,-0.023428259367697,0.102016642665383,-0.229651346639021,0.818362704167721,0.862154688337231,"Stable"
"hsa-miR-4772-3p",12.6305577729702,-1.03574835700742,0.143053572313433,-7.24028306499103,4.47749240868263e-13,5.87670878639595e-12,"Down"
